,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
26,2016-12-07,2615,1505981,24786485,16.45,16.6,16.4,16.5,0.05,591
27,2016-12-08,2615,1490205,24500385,16.6,16.6,16.4,16.4,-0.1,542
28,2016-12-09,2615,1179911,19372691,16.4,16.5,16.4,16.4,0.0,395
29,2016-12-12,2615,3405983,55057078,16.45,16.5,16.0,16.0,-0.4,1297
30,2016-12-13,2615,2082377,33521383,16.0,16.25,15.95,16.2,0.2,1165
31,2016-12-14,2615,1789520,28832265,16.2,16.2,16.05,16.05,-0.15,1046
32,2016-12-15,2615,1834362,29798063,16.05,16.35,16.0,16.3,0.25,1085
33,2016-12-16,2615,2176811,35494216,16.3,16.4,16.15,16.3,0.0,1072
34,2016-12-19,2615,1665325,27282443,16.4,16.5,16.25,16.25,-0.05,683
35,2016-12-20,2615,962669,15592851,16.4,16.4,16.15,16.15,-0.1,589
36,2016-12-21,2615,1076797,17322809,16.2,16.3,16.0,16.0,-0.15,379
37,2016-12-22,2615,1055420,16931820,16.05,16.1,16.0,16.0,0.0,419
38,2016-12-23,2615,810001,13022564,16.0,16.15,16.0,16.1,0.1,421
39,2016-12-26,2615,1062385,17278994,16.25,16.4,16.2,16.2,0.1,408
40,2016-12-27,2615,737380,11918296,16.25,16.3,16.1,16.1,-0.1,224
41,2016-12-28,2615,1059306,17125289,16.2,16.25,16.1,16.15,0.05,413
42,2016-12-29,2615,1182538,19035158,16.2,16.2,16.05,16.1,-0.05,358
43,2016-12-30,2615,1965901,31951883,16.2,16.35,16.15,16.3,0.2,698
44,2017-01-03,2615,3696323,61512421,16.35,16.75,16.35,16.65,0.35,1308
45,2017-01-04,2615,2758058,46116362,16.75,16.85,16.55,16.55,-0.1,1011
46,2017-01-05,2615,1768487,29171531,16.4,16.65,16.4,16.55,0.0,810
47,2017-01-06,2615,1811882,30067799,16.55,16.75,16.5,16.55,0.0,864
48,2017-01-09,2615,1133540,18836886,16.65,16.7,16.5,16.65,0.1,570
49,2017-01-10,2615,2596919,43560377,16.65,16.9,16.6,16.9,0.25,1088
50,2017-01-11,2615,15916926,279920844,17.0,18.05,16.95,17.65,0.75,5339
51,2017-01-12,2615,4572202,80656931,17.8,17.95,17.4,17.5,-0.15,1901
52,2017-01-13,2615,2869904,50261553,17.5,17.7,17.3,17.5,0.0,1140
53,2017-01-16,2615,2911870,50423026,17.5,17.6,17.15,17.15,-0.35,999
54,2017-01-17,2615,1421807,24502946,17.2,17.35,17.15,17.2,0.05,599
55,2017-01-18,2615,6361195,112559115,17.25,17.95,17.2,17.95,0.75,2140
56,2017-01-19,2615,5477975,98373798,18.0,18.15,17.7,17.7,-0.25,1968
57,2017-01-20,2615,2410015,42783857,17.75,18.0,17.6,17.65,-0.05,855
58,2017-01-23,2615,2245260,39754880,17.85,17.9,17.6,17.7,0.05,803
59,2017-01-24,2615,3170811,55438404,17.7,17.7,17.35,17.4,-0.3,1313
60,2017-02-02,2615,2734996,47511077,17.35,17.55,17.2,17.55,0.15,1481
61,2017-02-03,2615,3784483,66614675,17.6,17.85,17.3,17.4,-0.15,1335
62,2017-02-06,2615,2921281,51009918,17.4,17.7,17.35,17.35,-0.05,1287
63,2017-02-07,2615,2649716,45828071,17.35,17.4,17.2,17.35,0.0,1148
64,2017-02-08,2615,5375484,91887278,17.3,17.35,17.0,17.05,-0.3,2260
65,2017-02-09,2615,4026442,68006984,17.0,17.05,16.75,16.95,-0.1,1473
66,2017-02-10,2615,10287443,178202503,17.05,17.6,17.0,17.35,0.4,2384
67,2017-02-13,2615,8910662,158576820,17.45,17.95,17.45,17.8,0.45,2858
68,2017-02-14,2615,10767975,194858951,17.95,18.5,17.5,17.8,0.0,3363
69,2017-02-15,2615,25568213,474600213,18.2,18.9,17.95,18.8,1.0,7568
70,2017-02-16,2615,8697574,161058998,18.8,18.85,18.3,18.4,-0.4,2698
71,2017-02-17,2615,3341115,61324442,18.4,18.5,18.25,18.3,-0.1,1281
72,2017-02-18,2615,2812692,51804794,18.4,18.6,18.3,18.4,0.1,854
73,2017-02-20,2615,11843360,223362671,18.6,19.15,18.55,18.7,0.3,3735
74,2017-02-21,2615,6210511,115254845,18.8,18.95,18.3,18.4,-0.3,2103
75,2017-02-22,2615,3863161,71639999,18.55,18.7,18.4,18.45,0.05,1068
76,2017-02-23,2615,8429274,157977967,18.45,18.95,18.45,18.8,0.35,2449
77,2017-02-24,2615,9474357,180486107,18.95,19.35,18.75,18.85,0.05,2781
78,2017-03-01,2615,9345034,180494090,19.0,19.55,19.0,19.15,0.3,2798
79,2017-03-02,2615,8247426,159501644,19.5,19.7,19.0,19.0,-0.15,2358
80,2017-03-03,2615,4005302,74997335,19.0,19.1,18.55,18.65,-0.35,1310
81,2017-03-06,2615,2275475,42534557,18.8,18.85,18.5,18.65,0.0,844
82,2017-03-07,2615,2671050,50551036,18.8,19.1,18.75,18.85,0.2,929
83,2017-03-08,2615,3465166,66189504,19.1,19.35,18.95,19.0,0.15,1106
84,2017-03-09,2615,4274826,79690767,19.1,19.1,18.5,18.5,-0.5,1341
85,2017-03-10,2615,3837882,69502042,18.5,18.5,17.85,18.25,-0.25,1596
86,2017-03-13,2615,2177667,39712619,18.25,18.4,18.1,18.1,-0.15,924
87,2017-03-14,2615,2297055,41804392,18.1,18.35,18.1,18.25,0.15,1058
88,2017-03-15,2615,2184161,39438135,18.25,18.3,17.95,17.95,-0.3,1071
89,2017-03-16,2615,2069688,37277834,18.05,18.2,17.9,18.05,0.1,811
90,2017-03-17,2615,4993234,90363168,18.15,18.2,18.0,18.1,0.05,901
91,2017-03-20,2615,2119054,38064309,18.25,18.25,17.9,17.9,-0.2,804
92,2017-03-21,2615,2135392,38187893,17.9,17.95,17.85,17.9,0.0,872
93,2017-03-22,2615,1492322,26707144,17.85,18.1,17.8,18.1,0.2,610
94,2017-03-23,2615,1730673,31061925,18.1,18.15,17.85,17.9,-0.2,767
95,2017-03-24,2615,3365390,59754274,17.9,17.95,17.65,17.65,-0.25,1178
96,2017-03-27,2615,3684565,64365447,17.65,17.65,17.3,17.35,-0.3,1108
97,2017-03-28,2615,2987279,52106495,17.35,17.6,17.3,17.55,0.2,911
98,2017-03-29,2615,2096496,37259378,17.65,17.9,17.55,17.9,0.35,905
99,2017-03-30,2615,1105854,19840773,18.0,18.05,17.85,18.0,0.1,516
100,2017-03-31,2615,2243924,39749407,17.9,18.0,17.6,17.6,-0.4,742
101,2017-04-05,2615,1826600,32495802,17.9,17.95,17.65,17.65,0.05,883
102,2017-04-06,2615,1938400,34337622,17.8,17.85,17.65,17.75,0.1,796
103,2017-04-07,2615,1875830,33427651,17.75,17.95,17.7,17.95,0.2,800
104,2017-04-10,2615,2125871,37591029,17.9,17.95,17.55,17.6,-0.35,715
105,2017-04-11,2615,1880017,32980445,17.6,17.7,17.4,17.5,-0.1,823
106,2017-04-12,2615,1613954,28093449,17.5,17.55,17.35,17.35,-0.15,695
107,2017-04-13,2615,1171594,20465881,17.4,17.65,17.3,17.5,0.15,520
108,2017-04-14,2615,1229704,21434525,17.5,17.55,17.35,17.45,-0.05,595
109,2017-04-17,2615,2272541,38801239,17.45,17.5,16.8,17.0,-0.45,882
110,2017-04-18,2615,1250830,21241221,17.05,17.1,16.9,17.0,0.0,630
111,2017-04-19,2615,2994116,49857461,16.9,16.95,16.5,16.5,-0.5,1440
112,2017-04-20,2615,2494050,41033320,16.5,16.7,16.3,16.4,-0.1,1102
113,2017-04-21,2615,1344810,22273935,16.65,16.75,16.45,16.6,0.2,887
114,2017-04-24,2615,2045696,33618445,16.7,16.75,16.35,16.4,-0.2,747
115,2017-04-25,2615,1223935,20534794,16.5,16.95,16.45,16.95,0.55,708
116,2017-04-26,2615,821050,13796289,16.95,16.95,16.75,16.8,-0.15,448
117,2017-04-27,2615,862990,14485978,16.9,16.9,16.7,16.9,0.1,423
118,2017-04-28,2615,1092180,18226399,16.8,16.95,16.55,16.7,-0.2,637
