date,stock_id,market_value
2024-01-02,6721,1152000000.0
2024-01-03,6721,1147500000.0
2024-01-04,6721,1147500000.0
2024-01-05,6721,1152000000.0
2024-01-08,6721,1158750000.0
2024-01-09,6721,1156500000.0
2024-01-10,6721,1154250000.0
2024-01-11,6721,1145250000.0
2024-01-12,6721,1152000000.0
2024-01-15,6721,1140750000.0
2024-01-16,6721,0.0
2024-01-17,6721,1140750000.0
2024-01-18,6721,1131750000.0
2024-01-19,6721,1147500000.0
2024-01-22,6721,0.0
2024-01-23,6721,1138500000.0
2024-01-24,6721,1134000000.0
2024-01-25,6721,1149750000.0
2024-01-26,6721,1163250000.0
2024-01-29,6721,0.0
2024-01-30,6721,1154250000.0
2024-01-31,6721,1154250000.0
2024-02-01,6721,1163250000.0
2024-02-02,6721,1156500000.0
2024-02-05,6721,1165500000.0
2024-02-15,6721,1140750000.0
2024-02-16,6721,1156500000.0
2024-02-19,6721,1147500000.0
2024-02-20,6721,1152000000.0
2024-02-21,6721,1145250000.0
2024-02-22,6721,1143000000.0
2024-02-23,6721,1161000000.0
2024-02-26,6721,1147500000.0
2024-02-27,6721,1154250000.0
2024-02-29,6721,1152000000.0
2024-03-01,6721,0.0
2024-03-04,6721,1154250000.0
2024-03-05,6721,0.0
2024-03-06,6721,1152000000.0
2024-03-07,6721,1149750000.0
2024-03-08,6721,1140750000.0
2024-03-11,6721,1140750000.0
2024-03-12,6721,1158750000.0
2024-03-13,6721,1156500000.0
2024-03-14,6721,1147500000.0
2024-03-15,6721,1161000000.0
2024-03-18,6721,1167750000.0
2024-03-19,6721,1165500000.0
2024-03-20,6721,1158750000.0
2024-03-21,6721,1165500000.0
2024-03-22,6721,1167750000.0
2024-03-25,6721,1161000000.0
2024-03-26,6721,1167750000.0
2024-03-27,6721,1163250000.0
2024-03-28,6721,1163250000.0
2024-03-29,6721,1165500000.0
2024-04-01,6721,1165500000.0
2024-04-02,6721,1167750000.0
2024-04-03,6721,1167750000.0
2024-04-08,6721,1165500000.0
2024-04-09,6721,1165500000.0
2024-04-10,6721,1167750000.0
2024-04-11,6721,1167750000.0
2024-04-12,6721,1170000000.0
2024-04-15,6721,1163250000.0
2024-04-16,6721,1165500000.0
2024-04-17,6721,1158750000.0
2024-04-18,6721,1163250000.0
2024-04-19,6721,1158750000.0
2024-04-22,6721,1161000000.0
2024-04-23,6721,1161000000.0
2024-04-24,6721,1161000000.0
2024-04-25,6721,1161000000.0
2024-04-26,6721,1161000000.0
2024-04-29,6721,1158750000.0
2024-04-30,6721,1167750000.0
2024-05-02,6721,1176750000.0
2024-05-03,6721,1174500000.0
2024-05-06,6721,1188000000.0
2024-05-07,6721,1183500000.0
2024-05-08,6721,1181250000.0
2024-05-09,6721,1183500000.0
2024-05-10,6721,1190250000.0
2024-05-13,6721,1181250000.0
2024-05-14,6721,1179000000.0
2024-05-15,6721,1179000000.0
2024-05-16,6721,1179000000.0
2024-05-17,6721,1179000000.0
2024-05-20,6721,1174500000.0
2024-05-21,6721,1185750000.0
2024-05-22,6721,1185750000.0
2024-05-23,6721,1181250000.0
2024-05-24,6721,1172250000.0
2024-05-27,6721,1174500000.0
2024-05-28,6721,1174500000.0
2024-05-29,6721,1179000000.0
2024-05-30,6721,1174500000.0
2024-05-31,6721,1174500000.0
2024-06-03,6721,1174500000.0
2024-06-04,6721,1172250000.0
2024-06-05,6721,1174500000.0
2024-06-06,6721,1179000000.0
2024-06-07,6721,1179000000.0
2024-06-11,6721,1188000000.0
2024-06-12,6721,1176750000.0
2024-06-13,6721,1172250000.0
2024-06-14,6721,1170000000.0
2024-06-17,6721,1181250000.0
2024-06-18,6721,1179000000.0
2024-06-19,6721,1179000000.0
2024-06-20,6721,1179000000.0
2024-06-21,6721,1181250000.0
2024-06-24,6721,1176750000.0
2024-06-25,6721,1179000000.0
2024-06-26,6721,1170000000.0
2024-06-27,6721,1172250000.0
2024-06-28,6721,1170000000.0
2024-07-01,6721,1183500000.0
2024-07-02,6721,1185750000.0
2024-07-03,6721,1183500000.0
2024-07-04,6721,1190250000.0
2024-07-05,6721,1197000000.0
2024-07-08,6721,1201500000.0
2024-07-09,6721,1201500000.0
2024-07-10,6721,1197000000.0
2024-07-11,6721,1197000000.0
2024-07-12,6721,1194750000.0
2024-07-15,6721,1199250000.0
2024-07-16,6721,1203750000.0
2024-07-17,6721,1206000000.0
2024-07-18,6721,1208250000.0
2024-07-19,6721,1206000000.0
2024-07-22,6721,1208250000.0
2024-07-23,6721,1210500000.0
2024-07-26,6721,1147500000.0
2024-07-29,6721,1145250000.0
2024-07-30,6721,1147500000.0
2024-07-31,6721,1149750000.0
2024-08-01,6721,1147500000.0
2024-08-02,6721,1149750000.0
2024-08-05,6721,1114875000.0
2024-08-06,6721,1116000000.0
2024-08-07,6721,1131750000.0
2024-08-08,6721,1131750000.0
2024-08-09,6721,1158750000.0
2024-08-12,6721,1158750000.0
2024-08-13,6721,1163250000.0
2024-08-14,6721,1170000000.0
2024-08-15,6721,1181250000.0
2024-08-16,6721,1185750000.0
2024-08-19,6721,1188000000.0
2024-08-20,6721,1190250000.0
2024-08-21,6721,1188000000.0
2024-08-22,6721,1183500000.0
2024-08-23,6721,1176750000.0
2024-08-26,6721,1183500000.0
2024-08-27,6721,1185750000.0
2024-08-28,6721,1181250000.0
2024-08-29,6721,1192500000.0
2024-08-30,6721,1201500000.0
2024-09-02,6721,1192500000.0
2024-09-03,6721,1192500000.0
2024-09-04,6721,1181250000.0
2024-09-05,6721,1192500000.0
2024-09-06,6721,0.0
2024-09-09,6721,1192500000.0
2024-09-10,6721,1215000000.0
2024-09-11,6721,1181250000.0
2024-09-12,6721,1181250000.0
2024-09-13,6721,1185750000.0
2024-09-16,6721,1192500000.0
2024-09-18,6721,1192500000.0
2024-09-19,6721,1185750000.0
2024-09-20,6721,1192500000.0
2024-09-23,6721,1197000000.0
2024-09-24,6721,1199250000.0
2024-09-25,6721,1203750000.0
2024-09-26,6721,1201500000.0
2024-09-27,6721,1203750000.0
2024-09-30,6721,1197000000.0
2024-10-01,6721,1194750000.0
2024-10-04,6721,1197000000.0
2024-10-07,6721,1203750000.0
2024-10-08,6721,1206000000.0
2024-10-09,6721,1221750000.0
2024-10-11,6721,1219500000.0
2024-10-14,6721,1215000000.0
2024-10-15,6721,1206000000.0
2024-10-16,6721,1206000000.0
2024-10-17,6721,1210500000.0
2024-10-18,6721,1217250000.0
2024-10-21,6721,1221750000.0
2024-10-22,6721,1219500000.0
2024-10-23,6721,1219500000.0
2024-10-24,6721,1226250000.0
2024-10-25,6721,1237500000.0
2024-10-28,6721,1253250000.0
2024-10-29,6721,1246500000.0
2024-10-30,6721,1239750000.0
2024-11-01,6721,1239750000.0
2024-11-04,6721,1244250000.0
2024-11-05,6721,1239750000.0
2024-11-06,6721,1255500000.0
2024-11-07,6721,1255500000.0
2024-11-08,6721,1255500000.0
2024-11-11,6721,1302750000.0
2024-11-12,6721,1305000000.0
2024-11-13,6721,1289250000.0
2024-11-14,6721,1314000000.0
2024-11-15,6721,1327500000.0
2024-11-18,6721,1341000000.0
2024-11-19,6721,1336500000.0
2024-11-20,6721,1323000000.0
2024-11-21,6721,1325250000.0
2024-11-22,6721,1305000000.0
2024-11-25,6721,1293750000.0
2024-11-26,6721,1293750000.0
2024-11-27,6721,1287000000.0
2024-11-28,6721,1287000000.0
2024-11-29,6721,1289250000.0
2024-12-02,6721,1305000000.0
2024-12-03,6721,1305000000.0
2024-12-04,6721,1305000000.0
2024-12-05,6721,1296000000.0
2024-12-06,6721,1296000000.0
2024-12-09,6721,1298250000.0
2024-12-10,6721,1293750000.0
2024-12-11,6721,1293750000.0
2024-12-12,6721,1293750000.0
2024-12-13,6721,1296000000.0
2024-12-16,6721,1298250000.0
2024-12-17,6721,1298250000.0
2024-12-18,6721,1293750000.0
2024-12-19,6721,1293750000.0
2024-12-20,6721,1291500000.0
2024-12-23,6721,1291500000.0
2024-12-24,6721,1302750000.0
2024-12-25,6721,1309500000.0
2024-12-26,6721,1323000000.0
2024-12-27,6721,1327500000.0
2024-12-30,6721,1327500000.0
2024-12-31,6721,1320750000.0
