,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
56,2017-05-23,2330,23028298,4738103907,205.0,207.0,204.5,205.0,0.0,7003
57,2017-05-24,2330,18307715,3760309975,205.0,206.0,205.0,205.5,0.5,5141
58,2017-05-25,2330,26088748,5388004408,206.0,207.0,205.5,207.0,1.5,7406
59,2017-05-26,2330,32976727,6794923568,205.0,207.0,205.0,207.0,0.0,8059
60,2017-05-31,2330,67935145,13853122715,206.5,207.0,203.0,203.0,-4.0,11757
61,2017-06-01,2330,29623649,6096361694,205.0,207.0,204.5,207.0,4.0,6374
62,2017-06-02,2330,23265323,4845442265,208.5,209.0,207.5,209.0,2.0,7429
63,2017-06-03,2330,1535230,320348914,209.0,209.0,208.0,209.0,0.0,1078
64,2017-06-05,2330,22545164,4746962354,209.5,212.0,209.0,212.0,3.0,8931
65,2017-06-06,2330,15382025,3243804586,210.5,211.5,210.5,210.5,-1.5,5541
66,2017-06-07,2330,34729326,7342424736,212.0,212.5,210.0,211.5,1.0,8034
67,2017-06-08,2330,21654488,4599496993,212.0,213.0,211.5,213.0,1.5,7926
68,2017-06-09,2330,35190159,7505851237,214.5,215.0,212.0,212.0,-1.0,10657
69,2017-06-12,2330,63111746,13135046554,207.0,210.0,207.0,207.5,-4.5,22473
70,2017-06-13,2330,49983303,10381567507,207.0,208.5,206.5,208.0,0.5,13236
71,2017-06-14,2330,39083899,8113132831,208.5,209.5,206.0,207.0,-1.0,11304
72,2017-06-15,2330,19486457,4046560581,207.5,208.0,207.0,208.0,1.0,6497
73,2017-06-16,2330,32856536,6902455266,207.5,212.0,207.0,211.5,3.5,9683
74,2017-06-19,2330,17489571,3712290873,211.0,213.0,210.5,213.0,1.5,5658
75,2017-06-20,2330,28784100,6229988043,215.0,218.0,214.5,216.5,3.5,9135
76,2017-06-21,2330,45384482,9793828804,216.0,217.0,214.5,215.5,-1.0,12233
77,2017-06-22,2330,26094649,5674049232,217.0,218.0,216.5,218.0,2.5,7559
78,2017-06-23,2330,39686091,8627393668,218.0,218.5,217.0,217.0,-1.0,14539
79,2017-06-26,2330,60140797,12848925735,212.0,215.0,212.0,215.0,0.0,20653
80,2017-06-27,2330,44504785,9437315205,214.0,214.0,211.0,211.5,-3.5,17122
81,2017-06-28,2330,52273921,10919812400,209.5,210.0,208.0,208.5,-3.0,15953
82,2017-06-29,2330,27049234,5678566197,210.5,210.5,208.5,210.0,1.5,8431
83,2017-06-30,2330,31709978,6580047422,206.5,208.5,206.5,208.5,-1.5,9805
84,2017-07-03,2330,21066605,4382736445,207.5,209.0,207.0,209.0,0.5,7037
85,2017-07-04,2330,21592272,4476915676,208.0,208.5,207.0,207.0,-2.0,8990
86,2017-07-05,2330,23463030,4868199460,207.0,208.5,206.5,208.5,1.5,7278
87,2017-07-06,2330,15260726,3166474008,208.0,208.5,207.0,207.5,-1.0,4473
88,2017-07-07,2330,21567705,4449245335,207.0,207.5,205.5,206.0,-1.5,8234
89,2017-07-10,2330,13326526,2749724552,206.5,207.0,206.0,206.0,0.0,5812
90,2017-07-11,2330,34593975,7275696778,208.0,212.0,207.5,212.0,6.0,11217
91,2017-07-12,2330,26887728,5690155100,211.0,212.5,210.5,210.5,-1.5,9582
92,2017-07-13,2330,50136849,10735533186,212.0,216.0,211.5,214.5,4.0,16903
93,2017-07-14,2330,22364167,4773890099,213.0,214.5,212.0,213.0,-1.5,9330
94,2017-07-17,2330,21400126,4566620338,215.0,215.5,211.5,213.0,0.0,8537
95,2017-07-18,2330,18756453,3998545790,213.0,214.0,212.0,214.0,1.0,8905
96,2017-07-19,2330,20661381,4428023668,212.5,215.0,212.5,214.5,0.5,11699
97,2017-07-20,2330,20795770,4468108550,215.0,215.5,214.0,215.5,1.0,8261
98,2017-07-21,2330,15422136,3302914894,214.0,215.0,213.5,214.0,-1.5,7558
99,2017-07-24,2330,20002702,4279712228,213.5,214.5,213.0,214.5,0.5,6805
100,2017-07-25,2330,13853196,2965264666,214.0,214.5,213.5,214.0,-0.5,4836
101,2017-07-26,2330,15900563,3393269119,215.0,215.0,212.5,213.0,-1.0,5219
102,2017-07-27,2330,23045021,4959471015,213.5,216.0,213.5,215.5,2.5,9138
103,2017-07-28,2330,21121133,4498197191,213.0,214.0,212.5,213.0,-2.5,7997
104,2017-07-31,2330,20363314,4352541276,211.5,214.5,211.5,214.5,1.5,6039
105,2017-08-01,2330,20314999,4325934287,212.5,214.0,212.0,212.0,-2.5,7318
106,2017-08-02,2330,30528035,6574998275,214.0,216.0,214.0,216.0,4.0,11028
107,2017-08-03,2330,27097397,5779905218,213.0,214.0,212.5,213.5,-2.5,7041
108,2017-08-04,2330,22187420,4735259954,213.5,214.0,212.5,213.0,-0.5,5240
109,2017-08-07,2330,21594977,4653776958,213.5,216.5,213.5,216.0,3.0,7115
110,2017-08-08,2330,25223804,5483118368,217.5,219.0,216.0,217.5,1.5,8404
111,2017-08-09,2330,28129447,6035247455,215.0,215.5,213.5,214.5,-3.0,9826
112,2017-08-10,2330,27440049,5866558686,215.5,215.5,212.5,214.0,-0.5,8227
113,2017-08-11,2330,41592129,8803564627,211.0,213.5,210.5,212.5,-1.5,13751
114,2017-08-14,2330,29414616,6233486198,213.5,214.0,210.0,211.0,-1.5,7719
115,2017-08-15,2330,14385915,3073117310,213.0,214.5,213.0,214.0,3.0,5250
116,2017-08-16,2330,25206990,5357190370,214.5,214.5,211.0,213.0,-1.0,8610
117,2017-08-17,2330,8353232,1785167148,213.5,214.0,213.0,214.0,1.0,3120
118,2017-08-18,2330,14363526,3043468038,212.0,213.0,211.0,212.5,-1.5,3999
119,2017-08-21,2330,13847499,2934064688,212.5,213.0,211.5,211.5,-1.0,5152
120,2017-08-22,2330,17330415,3710809960,213.5,214.5,213.0,214.5,3.0,7908
121,2017-08-23,2330,11757917,2531926275,215.5,216.0,214.0,215.5,1.0,5873
122,2017-08-24,2330,15426842,3341510582,216.0,217.0,215.5,217.0,1.5,6953
123,2017-08-25,2330,10975387,2384766481,217.5,217.5,216.0,217.5,0.5,5546
124,2017-08-28,2330,16512159,3564102094,215.0,216.5,215.0,216.0,-1.5,5673
125,2017-08-29,2330,16561161,3569385647,216.0,216.0,215.0,216.0,0.0,5587
126,2017-08-30,2330,19674310,4274683770,216.0,218.0,216.0,217.5,1.5,6732
127,2017-08-31,2330,26945202,5837056904,217.5,218.0,215.5,216.5,-1.0,6585
128,2017-09-01,2330,17805405,3851834126,215.0,217.5,215.0,216.5,0.0,6956
