remark,n,mean,t_stat,p_value,oPeriod,hPeriod
loser,156,0.0026934872692817,1.9845888193747432,0.0489553244875237,12,12
winner,156,0.0030845164139524,1.8171390852432892,0.0711273501905988,12,12
winner - loser,156,0.0003910291446706,0.2761888678193766,0.7827709173732944,12,12
loser,165,-0.0028972733249434,-0.947095085840204,0.3449837344113903,12,3
winner,165,0.006160600392371,2.068730439787049,0.0401407383526751,12,3
winner - loser,165,0.0090578737173144,3.167007054440328,0.0018369757865298,12,3
loser,162,-0.0009738340805585,-0.4809797780015259,0.6311838689526719,12,6
winner,162,0.0044523566239249,1.9041345332125676,0.0586763531372728,12,6
winner - loser,162,0.0054261907044835,2.658283568100776,0.0086465214804848,12,6
loser,159,0.0007826639633211,0.4918721089961668,0.6234924321063078,12,9
winner,159,0.0033816962023017,1.7153176523941511,0.0882473749506549,12,9
winner - loser,159,0.0025990322389805,1.5987782218790407,0.1118677382775497,12,9
loser,165,0.0004102365675052,0.2802203045388843,0.7796616406541268,3,12
winner,165,0.005358850040205,3.630800825275671,0.0003773134280205,3,12
winner - loser,165,0.0049486134726997,4.051291422844554,7.844462360454558e-05,3,12
loser,174,0.000653997860106,0.2174515145429508,0.8281127402021572,3,3
winner,174,0.0094018875776481,3.456511505938612,0.0006885776020707,3,3
winner - loser,174,0.008747889717542,3.5811010301841133,0.0004443709803246,3,3
loser,15,-0.0001619329625314,-0.0194647710925453,0.9847450328566948,3,6
winner,38,0.0082719903583153,1.108219144907971,0.2749193084608481,3,6
winner - loser,15,0.0109691315870191,1.8287653062834663,0.088814227622391,3,6
loser,168,0.0001773963016586,0.1114980287030386,0.9113553244302628,3,9
winner,168,0.0074523833706723,4.352689948167198,2.336806694824273e-05,3,9
winner - loser,168,0.0072749870690136,5.158141303276539,6.999363756678514e-07,3,9
loser,162,0.0007001021380637,0.496256088715716,0.6203905691617813,6,12
winner,162,0.0039148266848779,2.493822629745112,0.0136474959653063,6,12
winner - loser,162,0.0032147245468142,2.7880671016921057,0.0059412115984969,6,12
loser,171,-0.0004407518564535,-0.1542437099721849,0.8776005391916812,6,3
winner,171,0.0098572042195386,3.566896343668506,0.0004694294472872,6,3
winner - loser,171,0.0102979560759921,4.173358074042064,4.781008061548985e-05,6,3
loser,168,-5.037103472006754e-05,-0.0255258027606888,0.9796660434700738,6,6
winner,168,0.007919688221655,3.939520272444448,0.0001197632086093,6,6
winner - loser,168,0.0079700592563751,4.962276442037349,1.705026141676728e-06,6,6
loser,165,-0.0001032569424342,-0.0647259469985504,0.9484710324100468,6,9
winner,165,0.0056843459609787,3.2643618360900875,0.0013354283445182,6,9
winner - loser,165,0.0057876029034129,4.340547201802198,2.4788497422250776e-05,6,9
loser,159,0.0008569784411075,0.5877101574283585,0.557565872231314,9,12
winner,159,0.0027783672284977,1.6484072886393788,0.1012561767484073,9,12
winner - loser,159,0.0019213887873901,1.5062064975516145,0.1340108270046714,9,12
loser,168,-0.0021668242780785,-0.7061085698117976,0.4811045262625524,9,3
winner,168,0.0100354741980181,3.480293224702967,0.0006390710917236,9,3
winner - loser,168,0.0122022984760966,4.613685216213716,7.84413256385009e-06,9,3
loser,165,-0.0018015016104793,-0.8513279676238238,0.3958285444499507,9,6
winner,165,0.0064354923314221,3.049109449015722,0.0026767061535836,9,6
winner - loser,165,0.0082369939419015,4.625104795228623,7.558349926680359e-06,9,6
loser,162,-0.0008445345754042,-0.5139523471370645,0.6079899858547819,9,9
winner,162,0.0040253270149713,2.142914393234092,0.0336223386241988,9,9
winner - loser,162,0.0048698615903756,3.384696752776729,0.0008951277580579,9,9
