date,stock_id,close
2014-01-02,1101,20.25
2014-01-03,1101,19.87
2014-01-06,1101,19.45
2014-01-07,1101,19.69
2014-01-08,1101,19.58
2014-01-09,1101,19.14
2014-01-10,1101,19.54
2014-01-13,1101,19.54
2014-01-14,1101,19.67
2014-01-15,1101,19.96
2014-01-16,1101,19.63
2014-01-17,1101,19.54
2014-01-20,1101,19.69
2014-01-21,1101,20.03
2014-01-22,1101,20.16
2014-01-23,1101,20.27
2014-01-24,1101,20.23
2014-01-27,1101,19.76
2014-02-05,1101,19.0
2014-02-06,1101,19.36
2014-02-07,1101,19.45
2014-02-10,1101,19.76
2014-02-11,1101,19.92
2014-02-12,1101,20.21
2014-02-13,1101,20.27
2014-02-14,1101,20.41
2014-02-17,1101,20.52
2014-02-18,1101,20.54
2014-02-19,1101,20.43
2014-02-20,1101,20.45
2014-02-21,1101,20.94
2014-02-24,1101,20.81
2014-02-25,1101,21.32
2014-02-26,1101,21.21
2014-02-27,1101,21.55
2014-03-03,1101,21.26
2014-03-04,1101,20.74
2014-03-05,1101,21.23
2014-03-06,1101,21.03
2014-03-07,1101,20.97
2014-03-10,1101,21.19
2014-03-11,1101,20.76
2014-03-12,1101,21.08
2014-03-13,1101,21.01
2014-03-14,1101,20.97
2014-03-17,1101,21.14
2014-03-18,1101,20.97
2014-03-19,1101,20.83
2014-03-20,1101,20.83
2014-03-21,1101,20.5
2014-03-24,1101,20.52
2014-03-25,1101,21.23
2014-03-26,1101,21.17
2014-03-27,1101,20.97
2014-03-28,1101,21.05
2014-03-31,1101,20.97
2014-04-01,1101,21.32
2014-04-02,1101,20.99
2014-04-03,1101,21.05
2014-04-07,1101,21.1
2014-04-08,1101,20.92
2014-04-09,1101,21.32
2014-04-10,1101,22.08
2014-04-11,1101,22.08
2014-04-14,1101,21.55
2014-04-15,1101,21.66
2014-04-16,1101,21.59
2014-04-17,1101,21.61
2014-04-18,1101,21.86
2014-04-21,1101,21.9
2014-04-22,1101,21.75
2014-04-23,1101,21.66
2014-04-24,1101,21.48
2014-04-25,1101,20.74
2014-04-28,1101,21.23
2014-04-29,1101,21.34
2014-04-30,1101,21.37
2014-05-02,1101,21.17
2014-05-05,1101,20.94
2014-05-06,1101,20.88
2014-05-07,1101,20.52
2014-05-08,1101,20.39
2014-05-09,1101,20.21
2014-05-12,1101,19.72
2014-05-13,1101,19.63
2014-05-14,1101,19.76
2014-05-15,1101,20.21
2014-05-16,1101,20.47
2014-05-19,1101,19.85
2014-05-20,1101,19.81
2014-05-21,1101,19.63
2014-05-22,1101,19.67
2014-05-23,1101,19.72
2014-05-26,1101,19.69
2014-05-27,1101,20.12
2014-05-28,1101,19.94
2014-05-29,1101,19.96
2014-05-30,1101,19.89
2014-06-03,1101,19.78
2014-06-04,1101,19.85
2014-06-05,1101,20.07
2014-06-06,1101,20.52
2014-06-09,1101,20.65
2014-06-10,1101,20.59
2014-06-11,1101,20.43
2014-06-12,1101,20.27
2014-06-13,1101,20.01
2014-06-16,1101,19.96
2014-06-17,1101,19.94
2014-06-18,1101,20.1
2014-06-19,1101,20.07
2014-06-20,1101,19.98
2014-06-23,1101,19.81
2014-06-24,1101,20.07
2014-06-25,1101,19.92
2014-06-26,1101,19.92
2014-06-27,1101,19.96
2014-06-30,1101,20.16
2014-07-01,1101,20.61
2014-07-02,1101,20.25
2014-07-03,1101,20.25
2014-07-04,1101,20.39
2014-07-07,1101,20.39
2014-07-08,1101,20.39
2014-07-09,1101,20.39
2014-07-10,1101,20.39
2014-07-11,1101,20.3
2014-07-14,1101,20.16
2014-07-15,1101,20.21
2014-07-16,1101,20.61
2014-07-17,1101,20.51
2014-07-18,1101,20.56
2014-07-21,1101,20.75
2014-07-22,1101,20.66
2014-07-24,1101,20.66
2014-07-25,1101,20.66
2014-07-28,1101,20.68
2014-07-29,1101,21.36
2014-07-30,1101,21.45
2014-07-31,1101,21.05
2014-08-01,1101,20.87
2014-08-04,1101,21.38
2014-08-05,1101,20.8
2014-08-06,1101,20.75
2014-08-07,1101,20.94
2014-08-08,1101,21.03
2014-08-11,1101,21.08
2014-08-12,1101,21.12
2014-08-13,1101,21.36
2014-08-14,1101,21.57
2014-08-15,1101,21.57
2014-08-18,1101,21.41
2014-08-19,1101,21.74
2014-08-20,1101,22.06
2014-08-21,1101,22.3
2014-08-22,1101,23.26
2014-08-25,1101,22.67
2014-08-26,1101,22.72
2014-08-27,1101,22.67
2014-08-28,1101,22.63
2014-08-29,1101,22.3
2014-09-01,1101,22.77
2014-09-02,1101,22.11
2014-09-03,1101,22.42
2014-09-04,1101,22.49
2014-09-05,1101,22.2
2014-09-09,1101,22.37
2014-09-10,1101,22.11
2014-09-11,1101,22.13
2014-09-12,1101,21.64
2014-09-15,1101,21.95
2014-09-16,1101,21.74
2014-09-17,1101,22.2
2014-09-18,1101,21.92
2014-09-19,1101,22.04
2014-09-22,1101,21.5
2014-09-23,1101,21.34
2014-09-24,1101,21.92
2014-09-25,1101,21.52
2014-09-26,1101,21.27
2014-09-29,1101,21.12
2014-09-30,1101,21.27
2014-10-01,1101,21.03
2014-10-02,1101,20.98
2014-10-03,1101,21.17
2014-10-06,1101,21.03
2014-10-07,1101,21.01
2014-10-08,1101,21.29
2014-10-09,1101,21.59
2014-10-13,1101,21.03
2014-10-14,1101,21.2
2014-10-15,1101,21.36
2014-10-16,1101,21.36
2014-10-17,1101,21.24
2014-10-20,1101,21.38
2014-10-21,1101,21.31
2014-10-22,1101,21.38
2014-10-23,1101,21.48
2014-10-24,1101,21.48
2014-10-27,1101,21.52
2014-10-28,1101,22.11
2014-10-29,1101,21.95
2014-10-30,1101,21.81
2014-10-31,1101,21.81
2014-11-03,1101,21.97
2014-11-04,1101,21.74
2014-11-05,1101,21.74
2014-11-06,1101,21.62
2014-11-07,1101,21.43
2014-11-10,1101,21.69
2014-11-11,1101,21.57
2014-11-12,1101,21.43
2014-11-13,1101,21.43
2014-11-14,1101,21.12
2014-11-17,1101,20.94
2014-11-18,1101,21.1
2014-11-19,1101,21.03
2014-11-20,1101,21.59
2014-11-21,1101,21.27
2014-11-24,1101,21.66
2014-11-25,1101,21.36
2014-11-26,1101,21.27
2014-11-27,1101,21.29
2014-11-28,1101,21.34
2014-12-01,1101,21.22
2014-12-02,1101,21.29
2014-12-03,1101,21.22
2014-12-04,1101,21.2
2014-12-05,1101,21.29
2014-12-08,1101,21.41
2014-12-09,1101,21.24
2014-12-10,1101,21.05
2014-12-11,1101,20.89
2014-12-12,1101,20.75
2014-12-15,1101,20.4
2014-12-16,1101,20.37
2014-12-17,1101,19.51
2014-12-18,1101,19.72
2014-12-19,1101,19.86
2014-12-22,1101,19.93
2014-12-23,1101,20.14
2014-12-24,1101,20.16
2014-12-25,1101,20.26
2014-12-26,1101,20.19
2014-12-27,1101,20.16
2014-12-29,1101,20.37
2014-12-30,1101,20.44
2014-12-31,1101,20.37
2014-01-02,1102,20.86
2014-01-03,1102,20.66
2014-01-06,1102,20.53
2014-01-07,1102,20.58
2014-01-08,1102,20.55
2014-01-09,1102,20.5
2014-01-10,1102,20.5
2014-01-13,1102,20.42
2014-01-14,1102,20.42
2014-01-15,1102,20.58
2014-01-16,1102,20.58
2014-01-17,1102,20.58
2014-01-20,1102,20.58
2014-01-21,1102,20.58
2014-01-22,1102,20.75
2014-01-23,1102,20.58
2014-01-24,1102,20.64
2014-01-27,1102,20.42
2014-02-05,1102,19.71
2014-02-06,1102,19.71
2014-02-07,1102,19.98
2014-02-10,1102,19.95
2014-02-11,1102,20.03
2014-02-12,1102,20.5
2014-02-13,1102,20.47
2014-02-14,1102,20.61
2014-02-17,1102,20.42
2014-02-18,1102,20.64
2014-02-19,1102,20.69
2014-02-20,1102,20.66
2014-02-21,1102,20.8
2014-02-24,1102,20.69
2014-02-25,1102,20.8
2014-02-26,1102,20.94
2014-02-27,1102,20.96
2014-03-03,1102,20.83
2014-03-04,1102,20.8
2014-03-05,1102,20.8
2014-03-06,1102,20.86
2014-03-07,1102,21.05
2014-03-10,1102,20.91
2014-03-11,1102,21.02
2014-03-12,1102,21.07
2014-03-13,1102,20.91
2014-03-14,1102,20.61
2014-03-17,1102,20.66
2014-03-18,1102,20.8
2014-03-19,1102,20.55
2014-03-20,1102,20.64
2014-03-21,1102,20.42
2014-03-24,1102,20.61
2014-03-25,1102,20.94
2014-03-26,1102,20.96
2014-03-27,1102,20.96
2014-03-28,1102,20.64
2014-03-31,1102,20.8
2014-04-01,1102,20.94
2014-04-02,1102,20.94
2014-04-03,1102,20.94
2014-04-07,1102,20.94
2014-04-08,1102,20.96
2014-04-09,1102,20.96
2014-04-10,1102,21.38
2014-04-11,1102,21.73
2014-04-14,1102,21.16
2014-04-15,1102,21.57
2014-04-16,1102,21.54
2014-04-17,1102,21.62
2014-04-18,1102,21.65
2014-04-21,1102,21.7
2014-04-22,1102,21.7
2014-04-23,1102,22.0
2014-04-24,1102,22.0
2014-04-25,1102,21.62
2014-04-28,1102,21.46
2014-04-29,1102,21.73
2014-04-30,1102,21.73
2014-05-02,1102,21.9
2014-05-05,1102,21.57
2014-05-06,1102,21.62
2014-05-07,1102,21.4
2014-05-08,1102,21.46
2014-05-09,1102,21.54
2014-05-12,1102,21.46
2014-05-13,1102,21.79
2014-05-14,1102,21.98
2014-05-15,1102,21.73
2014-05-16,1102,22.06
2014-05-19,1102,21.9
2014-05-20,1102,21.57
2014-05-21,1102,21.35
2014-05-22,1102,21.24
2014-05-23,1102,21.21
2014-05-26,1102,21.29
2014-05-27,1102,21.38
2014-05-28,1102,21.35
2014-05-29,1102,21.32
2014-05-30,1102,21.38
2014-06-03,1102,21.48
2014-06-04,1102,21.27
2014-06-05,1102,21.29
2014-06-06,1102,21.57
2014-06-09,1102,21.54
2014-06-10,1102,21.84
2014-06-11,1102,21.48
2014-06-12,1102,21.76
2014-06-13,1102,21.7
2014-06-16,1102,21.62
